date,co2,date_2,subset,GP_CO2_periodic_preds,GP_CO2_periodic_std,GP_CO2_non-periodic_preds,GP_CO2_non-periodic_std,GP_CO2_simple RBF_preds,GP_CO2_simple RBF_std
1958-03-29,316.1,1958.2410958904109,train,316.10003987159445,0.004472079819103129,316.3435300005774,0.42857523270787634,316.2791173082678,0.39410570695871094
1958-04-05,317.3,1958.2602739726028,test_interp,316.6844834577935,0.34730778890616554,316.65369834348456,0.40007588859422866,316.6271632567956,0.366874914995892
1958-04-12,317.6,1958.2794520547945,test_interp,317.1023208971339,0.34659531218519685,316.94034627890017,0.3868389611798089,316.9749054776046,0.3626024435795784
1958-04-19,317.5,1958.2986301369863,train,317.4999801357412,0.004472071633382675,317.1925741162631,0.381687569567911,317.2661723683941,0.36388617516393235
1958-04-26,316.4,1958.317808219178,test_interp,317.53760839860445,0.34358560766701324,317.4008674674939,0.37975353093443986,317.4662082145908,0.373069498216123
1958-05-03,316.9,1958.33698630137,test_interp,317.6366566876258,0.36926890127626016,317.5575924674684,0.3790070931066546,317.58401344593216,0.3775218770748089
1958-05-17,317.5,1958.3753424657534,train,317.5000307852621,0.004472054397562045,317.69716037334604,0.38157348986149286,317.70008666095475,0.3476753280037755
1958-05-24,317.9,1958.3945205479451,train,317.89997974346375,0.004472053990816214,317.6764854061719,0.3857686926514308,317.711831217124,0.35111320528797796
1958-07-05,315.8,1958.509589041096,test_interp,316.6199074052348,0.369261957263406,316.49875276692893,0.3897182957357866,316.4428944826421,0.4182617415784232
1958-07-12,315.8,1958.5287671232877,test_interp,316.17124783059484,0.3432537333383876,316.1881588765696,0.3805264796908318,316.0881445688664,0.38022286056238513
1958-07-19,315.4,1958.5479452054794,train,315.4000520930491,0.004472054194189135,315.8649786951842,0.37079425988092635,315.7792887453618,0.34535001160466305
1958-07-26,315.5,1958.5671232876712,train,315.500007018358,0.004472037517578932,315.5363847002019,0.36225856702666936,315.529437804425,0.3273428758324963
1958-08-02,315.6,1958.5863013698631,train,315.5999713837723,0.004472036958301293,315.20910094623144,0.3563882999260699,315.2928499482937,0.3251114879239028
1958-08-09,315.1,1958.6054794520549,train,315.0999870238387,0.004472052211302764,314.8893922817235,0.35422423387270063,315.0118425662324,0.3337438523709272
1958-08-16,315.0,1958.6246575342466,test_interp,314.5076880176686,0.33968539153849886,314.58309346693113,0.3564137645387088,314.67461859462276,0.3452057219282558
1958-08-30,314.1,1958.66301369863,train,314.09996219503427,0.004472053024794715,314.0321585332929,0.37499951431920714,313.9757927701943,0.3419209445904748
1958-09-06,313.5,1958.682191780822,train,313.49999108322174,0.004472055007680724,313.79735192053215,0.39108133781012616,313.68867444823246,0.35464206386746117
1958-11-08,313.0,1958.854794520548,test_interp,313.4310817026161,0.377924964177201,313.47603352523885,0.4490611839119259,313.49566504272565,0.48099741599144463
1958-11-15,313.2,1958.8739726027397,test_interp,313.70176236126514,0.37385820785062246,313.6465513120518,0.4271012814381029,313.66975316918456,0.4395993142587395
1958-11-22,313.5,1958.8931506849315,test_interp,313.90644808668026,0.34590499917963385,313.8475192945902,0.40422790306129003,313.8758344543387,0.3904731123127067
1958-11-29,314.0,1958.9123287671232,train,314.00002284031154,0.004472053990816214,314.072778308991,0.3834132491587144,314.10822967651353,0.351342964455422
1958-12-06,314.5,1958.9315068493152,train,314.49999112965145,0.004472051448653926,314.3155163244911,0.36703152808058215,314.35297218733297,0.3354588964210484
1958-12-13,314.4,1958.9506849315069,test_interp,314.6530793729749,0.31834493919422835,314.56858312588696,0.35628906514490916,314.5963201348289,0.3326617038336565
1958-12-20,314.7,1958.9698630136986,train,314.70002350301036,0.004472049770826025,314.82485429606413,0.351014465806726,314.8334303147161,0.3283082941178419
1958-12-27,315.2,1958.9890410958903,train,315.1999820591651,0.004472035483841726,315.07762521808024,0.34996198497682157,315.0632563326983,0.3234256212313847
1959-01-03,315.2,1959.0082191780823,train,315.20001527778186,0.004472037314205253,315.3210092647274,0.35144557038779944,315.28176768140355,0.323502997838494
1959-01-10,315.5,1959.027397260274,train,315.49999517557995,0.004472049364079772,315.5503085495462,0.35393671860996473,315.48798721777575,0.32923515754853244
1959-01-17,315.6,1959.0465753424658,test_interp,315.66933566572635,0.31659199243111497,315.76232176916835,0.3563901214679634,315.69292103158585,0.33715096535183703
1959-01-24,315.8,1959.0657534246575,train,315.80000254872306,0.004472061566451261,315.95555304895623,0.35828942276605996,315.91428397887375,0.3450238310824923
1959-01-31,315.4,1959.0849315068492,test_interp,315.97792669647697,0.33628206328740196,316.1302893827222,0.35952368936504886,316.15465503980073,0.35208492131956903
1959-02-14,316.9,1959.123287671233,train,316.89994305266106,0.00447206293921597,316.43370690839384,0.3605349626553631,316.55778752714906,0.3449546961243415
1959-02-21,316.6,1959.1424657534246,test_interp,316.5815533126843,0.31763819164523754,316.57035377273496,0.3606561021194402,316.66381892951273,0.3377121980393716
1959-02-28,316.6,1959.1616438356164,train,316.59999896203664,0.004472048652273741,316.7034974948284,0.3606529018889345,316.7425038856544,0.33345310910631587
1959-03-07,316.8,1959.1808219178083,train,316.79999457447224,0.00447205007588569,316.8380674067772,0.36052589010610814,316.8487512447971,0.3393070338800272
1959-03-21,316.7,1959.2191780821918,test_interp,317.12505263008893,0.3594921545610094,317.12676964404335,0.3596541648468036,317.16955113045196,0.3646676994212537
1959-03-28,316.7,1959.2383561643835,test_interp,317.4188412515115,0.337992206672529,317.2845709580435,0.35877453151332955,317.313526806734,0.35480480121494334
1959-04-04,317.7,1959.2575342465752,train,317.6999710027836,0.004472051296124143,317.4502757557475,0.3575839989740834,317.4218093409543,0.33648595677313015
1959-04-11,317.1,1959.2767123287672,train,317.10006482316055,0.004472036348180152,317.6201498920073,0.3561784024075349,317.5333361697839,0.32758841057551624
1959-04-18,317.6,1959.295890410959,train,317.60001950346305,0.004472051296124143,317.7881904211655,0.35474936239683075,317.69904966112233,0.33347597033152643
1959-04-25,318.3,1959.3150684931506,test_interp,318.123080888937,0.33649854223935666,317.94646849379933,0.35354827142768525,317.91873579162893,0.34415669269498
1959-05-02,318.2,1959.3342465753424,test_interp,318.4311989669141,0.3363425733402217,318.08567934488315,0.3528090702132111,318.13024350241733,0.3442161800995505
1959-05-09,318.7,1959.3534246575343,train,318.69996051272375,0.004472049567452903,318.1958471764907,0.3526506203501608,318.270695141527,0.33346018049808035
1959-05-16,318.0,1959.372602739726,train,318.0000541448737,0.004472035941432678,318.267116061219,0.3530005351089959,318.3344135994238,0.3263128790441239
1959-05-23,318.4,1959.3917808219178,train,318.39998925571996,0.004472049872512583,318.290550094583,0.35358659656582075,318.3552569884197,0.3290529593368791
1959-06-06,318.5,1959.4301369863015,train,318.49997358616787,0.004472061566451261,318.16704653219597,0.3539547966031996,318.2624569817984,0.3380779312583285
1959-06-13,318.1,1959.4493150684932,test_interp,318.0968731597798,0.31610538161115714,318.01275059575175,0.35326996782202613,318.0761998566511,0.3388317145569749
1959-06-20,317.8,1959.468493150685,train,317.79999882335164,0.004472060854647172,317.79655832178105,0.35220185098423595,317.7882492473034,0.3381743265321525
1959-06-27,317.7,1959.4876712328767,test_interp,317.4133366169266,0.31641815862424705,317.52198610987,0.3513568045810711,317.44305954523304,0.3351082805021618
1959-07-04,316.8,1959.5068493150684,train,316.80003998665956,0.004472049618296185,317.1953267675003,0.3515619013155887,317.09065208858226,0.3288610257459232
1959-07-11,316.8,1959.5260273972603,train,316.7999963798237,0.004472037110831565,316.82533393055303,0.35356963795353236,316.751339365754,0.32380299399537027
1959-07-18,316.4,1959.545205479452,train,316.40001530727216,0.00447203721251841,316.4227918600571,0.35771657679881325,316.4091337554151,0.32584503852081675
1959-07-25,316.1,1959.5643835616438,train,316.10000754779105,0.0044720525163622635,316.0000106484128,0.3636958230949037,316.0384892773398,0.3408241331157843
1959-08-01,315.6,1959.5835616438355,test_interp,315.82876952504745,0.34082652135489816,315.5702819687778,0.3705695099792994,315.63452165333103,0.36990534933712893
1959-08-08,314.9,1959.6027397260275,test_interp,315.45767465912934,0.36506835726961956,315.14732213987224,0.37702137055614166,315.21791657612005,0.40071497295116915
1959-08-22,315.0,1959.641095890411,test_interp,314.6515037815712,0.3667116672590734,314.37539995065436,0.38372467873400956,314.46714440099913,0.4199743841476118
1959-08-29,314.1,1959.6602739726027,test_interp,314.2665858926097,0.36571640747971984,314.051105075649,0.3826061626886733,314.1735284168961,0.40390547881231953
1959-09-05,314.4,1959.6794520547944,test_interp,313.98639140148873,0.3405439744241654,313.7819086128911,0.3786292110199247,313.93412842946725,0.37735851770367723
1959-09-12,313.9,1959.6986301369864,train,313.8999749288168,0.004472065277999319,313.5757630027601,0.3726127575455484,313.72901069755187,0.35366280017226837
1959-09-19,313.5,1959.717808219178,test_interp,313.5523041843705,0.317911444381086,313.4381060041967,0.3657214008965116,313.5429899798919,0.33998258295277456
1959-09-26,313.5,1959.7369863013698,train,313.4999722792954,0.004472049669139465,313.3715498068247,0.3591592058126213,313.38751278792586,0.332603501559496
1959-10-03,313.0,1959.7561643835616,train,313.00002912762386,0.004472048957333483,313.37568539966776,0.35385767420079406,313.2985424375861,0.3310200074768522
1959-10-10,313.1,1959.7753424657535,test_interp,313.23025788409103,0.31684140762814605,313.44703600061047,0.3502610915574097,313.31083726496445,0.33164014803543435
1959-10-17,313.4,1959.7945205479452,train,313.3999966588033,0.004472048550587156,313.57918898568346,0.348289256978656,313.43832744574786,0.3278420863546545
1959-10-24,313.4,1959.813698630137,train,313.4000298400361,0.004472035483841726,313.76312484308954,0.34748014976826974,313.6729211379735,0.323072288107755
1959-10-31,314.1,1959.8328767123287,train,314.0999790705129,0.004472036602397304,313.9877448694345,0.34723090534808077,313.98536792796824,0.3230337628753862
1959-11-07,314.4,1959.8520547945207,train,314.3999872043415,0.004472048550587156,314.2405784324986,0.34702605998452346,314.32572349564595,0.3276493017563094
1959-11-14,314.8,1959.8712328767124,test_interp,314.6326120165238,0.31571959364057567,314.50862838695485,0.3465761911006934,314.638324213465,0.3308584086060452
1959-11-21,315.2,1959.890410958904,train,315.1999615131626,0.004472048347213978,314.7792928564786,0.34584712820283176,314.8902694347706,0.32770019726734106
1959-11-28,315.1,1959.9095890410958,train,315.0999954723002,0.0044720352296245105,315.0412862816622,0.34500227212178886,315.0910145723868,0.3228410379242457
1959-12-05,315.0,1959.9287671232876,train,315.0000291689472,0.0044720351787810655,315.2854750433449,0.3442988031495554,315.27572667859636,0.3208962741235518
1959-12-12,315.6,1959.9479452054795,train,315.5999837772388,0.0044720352296245105,315.5055448343293,0.3439793751533879,315.4622554642915,0.3206122658131928
1959-12-19,315.8,1959.9671232876713,train,315.79999055315943,0.004472034873720384,315.69842873806493,0.3441915976402356,315.64029015684946,0.32058883954310907
1959-12-26,315.7,1959.986301369863,train,315.7000081358378,0.004472035382154842,315.86444587989047,0.3449524338021242,315.8066712924145,0.32083174480927656
